"","PEHE","PEHE_mean","PEHE_std","MAPE","MAPE_mean","MAPE_std"
"1",0.405138358284829,0.39438495652931,0.00793862370056624,2.56907797976816,2.53994575293485,0.088200847842423
"2",0.405103580939779,NA,NA,2.69864471676975,NA,NA
"3",0.388635798235754,NA,NA,2.4777491251047,NA,NA
"4",0.393156802349477,NA,NA,2.55593539921546,NA,NA
"5",0.401173255946759,NA,NA,2.61547029731811,NA,NA
"6",0.388823365630902,NA,NA,2.61973026544116,NA,NA
"7",0.381983203148298,NA,NA,2.49096081389817,NA,NA
"8",0.388628346714909,NA,NA,2.49432685785053,NA,NA
"9",0.399797845188866,NA,NA,2.40111383380513,NA,NA
"10",0.391409008853527,NA,NA,2.47644824017736,NA,NA
