"","PEHE","PEHE_mean","PEHE_std","MAPE","MAPE_mean","MAPE_std"
"1",0.239033168414544,0.228835357140469,0.00728664255581294,1.05021273963776,0.953973376820395,0.0577142759164493
"2",0.233028088257999,NA,NA,0.964115378462956,NA,NA
"3",0.220332243842833,NA,NA,0.856662475915261,NA,NA
"4",0.229236194298173,NA,NA,0.926099583563007,NA,NA
"5",0.214742703746952,NA,NA,0.916313161401372,NA,NA
"6",0.235029835015875,NA,NA,1.00527102661679,NA,NA
"7",0.229889484906735,NA,NA,0.994619790004236,NA,NA
"8",0.230312085557404,NA,NA,0.964092945145655,NA,NA
"9",0.233018592482456,NA,NA,0.973145006704861,NA,NA
"10",0.223731174881719,NA,NA,0.889201660752057,NA,NA
