"","keys","phi"
"1","0 0 1 0 1 1 1 1",0.0571428571428571
"2","0 0 0 0 0 1 1 1",0
"3","0 0 1 1 0 1 0 1",0.5
"4","1 1 1 0 1 1 1 0",0.222222222222222
"5","1 0 0 1 1 1 0 1",0.2
"6","0 0 1 0 0 1 1 1",0.222222222222222
"7","1 0 0 0 1 1 1 0",0.209302325581395
"8","0 0 0 1 0 1 0 0",0.121951219512195
"9","0 0 1 0 0 0 1 1",0.19047619047619
"10","0 1 0 0 1 1 0 1",0.2
"11","1 0 0 0 1 0 0 1",0.137931034482759
"12","0 1 1 0 0 1 1 1",0.193548387096774
"13","1 1 0 1 1 1 0 0",0.525
"14","1 0 1 1 0 1 0 1",0.55
"15","1 1 0 1 0 0 0 0",0.13953488372093
"16","0 1 1 1 0 1 1 1",0.15
"17","1 0 1 1 0 0 0 0",0.340909090909091
"18","1 1 1 1 1 1 0 0",0.5
"19","0 0 0 1 0 0 1 0",0.205882352941176
"20","0 0 0 1 0 1 0 1",0.25
"21","1 0 0 0 0 0 0 0",0.024390243902439
"22","1 0 0 1 0 0 0 1",0.238095238095238
"23","1 0 0 1 1 0 0 0",0.333333333333333
"24","0 0 0 1 1 0 1 1",0.0882352941176471
"25","0 1 0 0 0 1 1 0",0
"26","0 0 0 0 1 0 1 1",0
"27","1 0 0 0 1 0 0 0",0.131578947368421
"28","0 0 1 0 0 1 1 0",0.225
"29","1 0 1 0 0 1 1 0",0.580645161290323
"31","0 1 1 1 0 1 0 1",0.411764705882353
"32","1 0 0 0 1 1 1 1",0.0697674418604651
"33","0 0 0 0 1 1 0 0",0
"34","0 0 1 0 1 0 0 0",0.0952380952380952
"35","1 0 1 1 1 0 0 1",0.588235294117647
"36","0 1 0 1 1 1 1 1",0
"37","0 1 0 1 1 0 0 1",0.548387096774194
"38","1 1 1 0 1 1 0 0",0.560975609756098
"39","1 0 1 1 0 1 1 1",0.333333333333333
"40","0 1 1 1 1 0 0 1",0.475
"41","0 1 1 0 1 1 0 1",0.346153846153846
"42","1 0 1 1 1 0 1 0",0.571428571428571
"43","0 1 0 1 0 0 0 0",0.138888888888889
"44","1 1 1 1 0 0 1 1",0.512820512820513
"45","1 1 1 1 1 1 0 1",0.142857142857143
"46","1 1 0 1 1 0 1 1",0.176470588235294
"47","0 1 1 1 1 1 1 0",0.297297297297297
"48","1 1 1 0 0 1 0 1",0.666666666666667
"49","1 1 1 0 0 1 1 0",0.648648648648649
"50","0 1 1 0 0 0 0 0",0.0566037735849057
"51","1 0 1 0 0 1 0 1",0.552631578947368
"52","1 0 0 1 1 1 1 0",0.0714285714285714
"53","0 1 0 1 1 0 1 0",0.421052631578947
"54","1 0 1 0 1 0 1 0",0.473684210526316
"55","0 0 0 1 1 0 0 1",0.195121951219512
"56","0 1 0 0 1 1 0 0",0.261904761904762
"57","1 0 0 0 0 1 0 0",0.0857142857142857
"58","1 0 0 1 1 0 1 0",0.523809523809524
"59","1 0 0 0 0 0 1 1",0.222222222222222
"60","1 0 0 1 0 0 1 1",0.404761904761905
"62","1 0 0 1 1 1 0 0",0.441860465116279
"63","0 1 1 1 0 1 0 0",0.51063829787234
"66","0 1 0 1 0 1 1 0",0.41025641025641
"67","0 1 0 1 0 1 0 1",0.435897435897436
"68","0 1 0 0 0 1 0 0",0.108695652173913
"69","1 0 0 1 0 1 1 0",0.428571428571429
"70","1 0 0 1 0 0 0 0",0.2
"71","1 0 1 0 1 0 0 0",0.195652173913043
"72","1 1 1 1 0 0 0 0",0.558139534883721
"73","1 1 0 1 0 0 0 1",0.633333333333333
"74","0 0 0 0 0 1 1 0",0
"76","0 0 0 0 1 0 0 0",0
"77","1 0 1 0 1 1 1 0",0.294117647058824
"78","1 0 1 1 1 1 0 0",0.644444444444444
"80","0 1 1 1 0 0 0 1",0.55
"82","1 1 1 1 1 1 1 0",0.172413793103448
"84","0 0 1 0 1 1 0 1",0.175
"85","0 0 0 0 0 1 0 0",0
"86","1 0 0 0 1 0 1 0",0.228571428571429
"87","0 0 1 1 1 1 0 0",0.558823529411765
"89","1 0 1 1 1 0 1 1",0.244444444444444
"90","1 1 0 0 0 0 1 1",0.5
"91","0 1 1 1 0 0 1 1",0.657894736842105
"93","0 0 0 0 0 0 0 1",0
"96","0 1 0 0 0 0 0 1",0.0465116279069767
"98","0 0 1 0 0 0 0 1",0.0526315789473684
"101","1 1 1 1 1 0 1 0",0.5
"103","1 1 0 1 0 1 1 0",0.461538461538462
"104","0 1 0 1 1 0 0 0",0.319148936170213
"105","0 1 1 0 0 0 1 0",0.354166666666667
"106","1 1 0 1 0 1 0 1",0.46875
"109","0 1 0 1 1 1 0 1",0.204545454545455
"115","1 0 0 0 0 1 1 0",0.2
"118","1 1 0 0 1 0 0 1",0.428571428571429
"119","0 0 1 1 0 1 0 0",0.272727272727273
"120","1 0 1 0 0 0 1 1",0.516129032258065
"123","0 1 0 1 0 0 0 1",0.230769230769231
"124","1 1 0 1 0 0 1 0",0.5
"127","1 1 0 1 1 0 0 1",0.567567567567568
"128","1 0 0 0 0 0 1 0",0.113636363636364
"132","1 1 0 1 1 0 1 0",0.742857142857143
"133","0 1 0 0 0 0 1 0",0.162162162162162
"134","0 1 0 0 0 0 0 0",0.0227272727272727
"137","0 1 1 1 0 0 1 0",0.475
"138","0 1 0 0 1 0 0 0",0.0434782608695652
"139","1 1 0 1 0 1 1 1",0.236842105263158
"142","0 0 1 1 0 0 1 1",0.529411764705882
"143","1 0 1 1 0 1 0 0",0.44
"144","0 0 1 1 0 1 1 1",0.19047619047619
"145","0 0 1 1 1 1 0 1",0.235294117647059
"147","0 0 0 0 0 1 0 1",0
"148","0 0 0 0 1 1 0 1",0
"149","1 1 1 0 0 0 0 1",0.537037037037037
"150","0 0 1 1 0 1 1 0",0.529411764705882
"152","0 1 0 0 0 1 1 1",0.135135135135135
"154","1 0 1 1 0 1 1 0",0.48936170212766
"155","0 0 1 1 0 0 1 0",0.365853658536585
"156","1 0 0 1 1 1 1 1",0.0238095238095238
"157","0 1 1 0 0 0 1 1",0.465116279069767
"158","0 1 0 1 1 1 0 0",0.411764705882353
"159","0 0 0 0 0 0 1 0",0
"160","0 0 1 0 0 0 1 0",0.19047619047619
"161","0 0 0 1 0 0 1 1",0.34375
"162","0 0 0 1 1 1 0 0",0.111111111111111
"165","0 1 0 1 1 1 1 0",0.274509803921569
"166","1 1 1 0 0 0 0 0",0.25
"167","0 0 0 1 1 0 1 0",0.162162162162162
"168","0 1 0 0 1 0 1 0",0.191489361702128
"173","0 1 0 0 1 1 1 0",0.25
"174","1 0 0 0 0 0 0 1",0.117647058823529
"175","1 1 1 0 1 0 1 1",0.111111111111111
"176","0 0 1 1 0 0 0 0",0.166666666666667
"177","1 0 1 0 0 0 0 0",0.19047619047619
"181","1 0 1 1 1 1 1 1",0.0681818181818182
"182","1 0 1 1 0 0 1 1",0.576923076923077
"183","0 1 0 0 0 1 0 1",0.2
"185","1 0 1 0 0 1 0 0",0.473684210526316
"186","0 1 1 0 0 1 0 1",0.619047619047619
"189","1 1 0 0 0 1 1 1",0.15
"191","1 1 1 0 0 1 1 1",0.125
"201","1 1 1 0 1 1 0 1",0.275
"202","1 0 1 0 1 1 0 0",0.536585365853659
"207","0 1 1 0 1 0 1 1",0.235294117647059
"208","1 1 1 1 0 0 0 1",0.727272727272727
"213","0 1 0 0 1 0 0 1",0.075
"217","0 1 1 1 1 0 0 0",0.558823529411765
"218","0 0 1 1 1 1 1 0",0.189189189189189
"219","1 0 0 1 0 1 0 0",0.305555555555556
"220","0 0 1 1 1 0 1 1",0.292682926829268
"221","0 0 1 0 1 0 1 1",0.147058823529412
"223","1 1 1 0 0 0 1 0",0.611111111111111
"224","1 1 0 0 0 0 1 0",0.405405405405405
"225","1 0 1 1 1 1 1 0",0.275
"226","1 0 0 1 0 0 1 0",0.224489795918367
"227","0 0 0 1 0 1 1 0",0.25
"231","0 0 1 1 1 0 0 0",0.194444444444444
"235","0 1 1 1 0 0 0 0",0.205128205128205
"237","1 1 0 0 1 0 1 1",0.305555555555556
"238","0 1 0 0 1 0 1 1",0.1
"239","0 1 1 0 1 1 0 0",0.5
"242","1 1 0 1 1 1 1 1",0.05
"256","0 0 1 0 0 1 0 0",0.0731707317073171
"257","0 0 1 1 1 0 0 1",0.581395348837209
"261","1 0 0 0 1 0 1 1",0.170212765957447
"263","0 1 0 1 0 1 1 1",0.28
"267","1 1 1 1 1 1 1 1",0
"276","1 0 1 0 1 0 0 1",0.351351351351351
"277","1 1 1 1 1 0 0 1",0.515151515151515
"281","0 0 0 1 1 1 0 1",0.2
"286","0 0 0 0 0 0 0 0",0
"287","0 1 1 0 1 1 1 0",0.244897959183673
"291","1 1 1 1 0 1 1 0",0.625
"301","0 1 1 0 1 1 1 1",0.105263157894737
"303","1 1 1 0 0 1 0 0",0.45
"305","1 0 0 0 1 1 0 1",0.3
"309","0 1 1 1 1 0 1 1",0.222222222222222
"310","1 1 1 0 1 0 0 0",0.607142857142857
"315","1 1 1 0 1 1 1 1",0
"318","0 1 0 0 0 0 1 1",0.1875
"320","1 0 1 0 0 0 1 0",0.285714285714286
"322","0 0 0 1 1 1 1 0",0.206896551724138
"325","1 0 1 1 0 0 1 0",0.619047619047619
"328","1 0 0 0 1 1 0 0",0.259259259259259
"329","0 1 0 1 0 1 0 0",0.545454545454545
"332","1 1 0 0 0 0 0 0",0.0789473684210526
"335","1 0 1 0 0 1 1 1",0.341463414634146
"341","1 1 0 1 1 0 0 0",0.676470588235294
"342","0 0 0 1 0 0 0 1",0.142857142857143
"346","0 1 1 0 0 1 1 0",0.470588235294118
"348","1 0 0 1 0 1 1 1",0.314285714285714
"349","0 1 0 1 0 0 1 1",0.432432432432432
"357","1 1 1 0 1 0 0 1",0.340909090909091
"359","0 1 0 1 0 0 1 0",0.459459459459459
"362","1 0 0 1 1 0 0 1",0.5
"363","1 0 1 1 1 1 0 1",0.184210526315789
"368","1 1 0 0 0 1 0 0",0.290322580645161
"369","0 0 0 1 0 0 0 0",0
"372","0 1 1 0 1 0 1 0",0.41025641025641
"375","1 1 0 0 0 0 0 1",0.346938775510204
"378","0 0 1 0 1 1 1 0",0.2
"380","0 1 1 1 1 0 1 0",0.555555555555556
"385","0 0 0 0 1 1 1 1",0
"386","1 1 1 1 1 0 0 0",0.857142857142857
"388","0 0 0 1 1 0 0 0",0.075
"393","1 0 0 0 0 1 1 1",0.256410256410256
"397","1 1 0 0 1 0 0 0",0.230769230769231
"403","1 1 0 0 0 1 0 1",0.67741935483871
"405","1 0 1 0 1 1 0 1",0.19047619047619
"406","0 1 1 0 1 0 0 0",0.470588235294118
