"","PEHE","PEHE_mean","PEHE_std","MAPE","MAPE_mean","MAPE_std"
"1",0.20834971888249,0.194833406846037,0.0222157044266991,0.923125612493067,0.808291969243488,0.119228653353657
"2",0.192307579524024,NA,NA,0.840343686459001,NA,NA
"3",0.173048220308071,NA,NA,0.684832336912041,NA,NA
"4",0.216641503815172,NA,NA,0.922092499985475,NA,NA
"5",0.191533810385817,NA,NA,0.765179885320017,NA,NA
"6",0.19390765497266,NA,NA,0.878747545030188,NA,NA
"7",0.209293541692879,NA,NA,0.80404302999879,NA,NA
"8",0.179049779909258,NA,NA,0.651794457104681,NA,NA
"9",0.229635689269143,NA,NA,0.970990241312266,NA,NA
"10",0.154566569700859,NA,NA,0.641770397819356,NA,NA
